epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,3594.17,0.79358,2.6871,0.22787,0.6405,1.2326,0.94957,0.94708,0.97211,0.77222,0.87851,0.90509,0.90174,0.50659,0.75656,2.12401,0.03192,0.45855,1.40089,0.000245753,0.000245753,0.000245753
120,3623.42,0.80561,2.62095,0.22432,0.66735,1.24372,0.94679,0.9373,0.95924,0.77494,0.91506,0.87885,0.89126,0.46811,0.72999,2.37357,0.02505,0.47634,1.39541,0.000238421,0.000238421,0.000238421
121,3652.19,0.80543,2.70738,0.23013,0.65618,1.23924,0.95097,0.9413,0.96616,0.79558,0.91847,0.89065,0.90754,0.50279,0.74017,2.2413,0.02717,0.46285,1.38093,0.000231088,0.000231088,0.000231088
122,3682.71,0.78665,2.62351,0.2224,0.65657,1.23983,0.95507,0.94376,0.96449,0.78084,0.91744,0.88493,0.90599,0.48926,0.71385,2.22907,0.02773,0.43776,1.36379,0.000223755,0.000223755,0.000223755
123,3712.6,0.78108,2.6835,0.23074,0.65098,1.228,0.96173,0.94984,0.97964,0.78999,0.92097,0.89297,0.92014,0.4904,0.71853,2.18479,0.02708,0.44412,1.35905,0.000216423,0.000216423,0.000216423
124,3741.65,0.79252,2.68146,0.22915,0.64644,1.23679,0.94712,0.9415,0.96775,0.78152,0.9128,0.87902,0.89305,0.49675,0.72602,2.27463,0.03742,0.45803,1.37095,0.00020909,0.00020909,0.00020909
125,3771.01,0.77416,2.65858,0.2309,0.62937,1.2248,0.96271,0.94674,0.97004,0.78063,0.89866,0.88586,0.89611,0.5065,0.74049,2.20142,0.03006,0.47044,1.38672,0.000201758,0.000201758,0.000201758
126,3800,0.7567,2.60541,0.22595,0.61534,1.21843,0.94446,0.93651,0.95941,0.77436,0.8826,0.86552,0.87629,0.47581,0.70165,2.26768,0.02934,0.47874,1.35918,0.000194425,0.000194425,0.000194425
127,3829.41,0.7651,2.5725,0.22317,0.62768,1.20834,0.96111,0.95094,0.97197,0.77748,0.89477,0.89559,0.90993,0.50106,0.72544,2.20466,0.02509,0.43678,1.38021,0.000187092,0.000187092,0.000187092
128,3859.59,0.75178,2.6169,0.23118,0.61412,1.21146,0.96857,0.93917,0.97283,0.77672,0.92229,0.89258,0.90392,0.50072,0.73658,2.15212,0.02221,0.44323,1.39663,0.00017976,0.00017976,0.00017976
129,3889.2,0.76282,2.59327,0.22653,0.62222,1.21488,0.9471,0.94258,0.96202,0.77941,0.91585,0.88613,0.89512,0.50026,0.71795,2.19883,0.02611,0.459,1.36621,0.000172427,0.000172427,0.000172427
130,3917.65,0.74002,2.53732,0.21913,0.59645,1.19555,0.95142,0.93659,0.96494,0.78673,0.88851,0.85378,0.88004,0.50043,0.7342,2.22429,0.032,0.45105,1.37985,0.000165095,0.000165095,0.000165095
131,3947.73,0.73768,2.51167,0.22942,0.59919,1.2025,0.95858,0.94894,0.97266,0.79264,0.90226,0.87301,0.8797,0.49854,0.73034,2.16877,0.02515,0.46288,1.37859,0.000157762,0.000157762,0.000157762
132,3977.43,0.75592,2.53617,0.22935,0.61126,1.2187,0.95614,0.94808,0.96563,0.7798,0.90864,0.88185,0.89622,0.49302,0.71508,2.17473,0.03403,0.45433,1.36461,0.000150429,0.000150429,0.000150429
133,4007.07,0.74292,2.53674,0.22977,0.60244,1.2067,0.9658,0.94679,0.97771,0.78968,0.9108,0.87824,0.89271,0.50142,0.7179,2.1529,0.03051,0.44066,1.38158,0.000143097,0.000143097,0.000143097
134,4035.51,0.72931,2.54746,0.22537,0.58587,1.19925,0.96561,0.93539,0.97396,0.78957,0.91849,0.88055,0.89326,0.50553,0.70482,2.14641,0.02721,0.43442,1.36141,0.000135764,0.000135764,0.000135764
135,4065.11,0.75768,2.53906,0.21945,0.61645,1.21069,0.9539,0.92849,0.96506,0.79578,0.91633,0.8747,0.90415,0.5068,0.69396,2.17617,0.02903,0.43692,1.33586,0.000128432,0.000128432,0.000128432
136,4095.72,0.73268,2.45248,0.22037,0.59768,1.19404,0.94561,0.94409,0.96785,0.78945,0.93557,0.9057,0.9384,0.52299,0.71969,2.11914,0.0217,0.4417,1.3646,0.000121099,0.000121099,0.000121099
137,4125.94,0.72423,2.50334,0.22046,0.59914,1.19433,0.95862,0.94618,0.97473,0.7938,0.92054,0.88266,0.90954,0.51347,0.69798,2.14073,0.029,0.43594,1.35626,0.000113766,0.000113766,0.000113766
138,4155.45,0.71794,2.39043,0.22072,0.58238,1.18382,0.96237,0.94637,0.98012,0.80031,0.92197,0.90071,0.93708,0.52614,0.69383,2.1002,0.02727,0.42891,1.34708,0.000106434,0.000106434,0.000106434
139,4185.55,0.71593,2.43885,0.22422,0.57371,1.19169,0.95163,0.94118,0.96553,0.79724,0.92985,0.90592,0.9301,0.52311,0.68651,2.09259,0.02953,0.43931,1.3396,9.91012e-05,9.91012e-05,9.91012e-05
140,4214.82,0.73856,2.39961,0.21272,0.59157,1.19564,0.96088,0.94013,0.97218,0.80062,0.9332,0.90036,0.93645,0.53703,0.6916,2.07751,0.02653,0.43427,1.33327,9.17686e-05,9.17686e-05,9.17686e-05
141,4248.28,0.63078,1.87463,0.12364,0.45617,1.23179,0.95786,0.93262,0.95926,0.77119,0.92304,0.9011,0.90412,0.50354,0.70857,2.07291,0.01554,0.46539,1.35553,8.4436e-05,8.4436e-05,8.4436e-05
142,4275,0.57922,1.71561,0.09659,0.38201,1.18471,0.96655,0.93275,0.9749,0.78854,0.92872,0.89675,0.92795,0.50557,0.69466,2.0215,0.02409,0.44544,1.3488,7.71034e-05,7.71034e-05,7.71034e-05
143,4303.2,0.56782,1.64725,0.09651,0.37056,1.18612,0.97279,0.93138,0.97265,0.78842,0.92923,0.88913,0.91236,0.53202,0.69429,2.03457,0.01792,0.43347,1.35102,6.97708e-05,6.97708e-05,6.97708e-05
144,4330.93,0.54915,1.64772,0.09322,0.36289,1.17235,0.96739,0.93081,0.97123,0.79509,0.93665,0.90162,0.93182,0.53645,0.68444,1.9411,0.01539,0.43784,1.34663,6.24382e-05,6.24382e-05,6.24382e-05
145,4358.7,0.53838,1.58227,0.0874,0.35561,1.16155,0.96237,0.92387,0.96166,0.79457,0.93279,0.89471,0.92584,0.54685,0.67842,1.93143,0.01564,0.43835,1.33848,5.51056e-05,5.51056e-05,5.51056e-05
146,4386.92,0.5362,1.54363,0.08588,0.34679,1.13939,0.9658,0.92449,0.95962,0.79452,0.92835,0.88834,0.91201,0.5443,0.67421,1.9198,0.01611,0.43186,1.33951,4.7773e-05,4.7773e-05,4.7773e-05
147,4415.71,0.53231,1.54852,0.08485,0.34005,1.13881,0.94061,0.95358,0.96714,0.7908,0.93394,0.89557,0.92884,0.54908,0.66877,1.91176,0.01326,0.43215,1.33285,4.04404e-05,4.04404e-05,4.04404e-05
148,4443.06,0.51337,1.51306,0.08493,0.34052,1.14008,0.94273,0.95062,0.96926,0.79148,0.92601,0.89493,0.91973,0.5509,0.66051,1.96212,0.01371,0.42298,1.32487,3.31078e-05,3.31078e-05,3.31078e-05
149,4470.8,0.53523,1.51574,0.07611,0.34563,1.14387,0.94384,0.95095,0.96856,0.7936,0.93194,0.89452,0.91936,0.55118,0.6696,1.94924,0.01345,0.43104,1.33003,2.57752e-05,2.57752e-05,2.57752e-05
150,4498.49,0.51885,1.53259,0.08865,0.34315,1.14697,0.96448,0.93067,0.96843,0.79115,0.93258,0.89327,0.91865,0.54771,0.66831,1.96661,0.01401,0.42578,1.33495,1.84426e-05,1.84426e-05,1.84426e-05
